specialties,company_name,industry,contact_phone,contact_email,company_website,contact_name,designation,Country,State,City,building_location,admin_id,contact_name_notes,company_address
24-10-2017,Kids First Group,,97144531143,info@kidsfirstgroup.com./dima.salman@kidsfirstgroup.com,http://www.kidsfirstgroup.com,Ms.Dima,,United Arab Emirates,Dubai,Business Bay,INTERNATIONAL BUSINESS TOWER,Anisha1,Adv to send mail,
24-10-2017,"Ecore International, LLC",,97142958881,support@ottopit.com,https://ottopit.com/,,,United Arab Emirates,Dubai,Business Bay,INTERNATIONAL BUSINESS TOWER,Anisha1,No Need,
24-10-2017,"New Prince General Trading, LLC",,97144578661,,,,,United Arab Emirates,Dubai,Business Bay,INTERNATIONAL BUSINESS TOWER,Anisha1,not Valid,
25-10-2017,"Ashiyana Contracting, LLC",,97144508886,info@ashiyana.ae/ashiyanacontrating@gmail.com,http://www.ashiyanagroup.com/,Mr.Ejaz,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,Adv to Send an email,
25-10-2017,ADZ Marketing Management & Events,,9.72E+11,info@adzmarketing.ae,http://www.adzmarketing.ae/,,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,,
25-10-2017,Alstom,,97142755600,cristina.crudae@alstomgroup.com,http://www.alstom.com/,Ms.Chirtina,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,Adv Hr Dept Is not avbl send an email,
25-10-2017,"Axent Advertising & Publicity, LLC",,97143658999,info@axentadv.com,http://axentadv.com/,Mr.Ahmad,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,Adv Hr Dept Is not avbl send an email,
25-10-2017,Catchy Interiors Design,,97144562014,info@catchy-contracts.com,http://www.cathyinteriors.com/,Mr.Lin,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,Adv to Send an Email,
25-10-2017,"Star Digital Prints, LLC",,97145586466,sales@stardigitalprints.com,http://stardigitalprints.com,,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,Disconnected,
25-10-2017,"Alpha Tours, LLC",,97147019111,info@alphatoursdubai.com,http://www.alphatoursdubai.com/,HR,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,Adv to Send an email to HR,
25-10-2017,Ruya International,,97144561122,hello@ruya.ae,http://ruya.ae/,,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,No Responses,
25-10-2017,"Blue Dome Technical Services, LLC",,97142767661,info@bluedomeuae.com/admin@bluedomeuae.com,http://www.bluedomeuae.com/,Ms.Jen,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,Adv to Send an email,
25-10-2017,Iba House Interior Design,,97142663329,info@ibahouse.com,http://ibahouse.com/,Mr.Nasser,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,Adv to Send an email,
25-10-2017,Global Technologies Innovation Group,,97145148696,info@globalinnovate.com,http://www.globalinnovate.com/,Mr.kishor,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,Adv to Send an email,
25-10-2017,Classy Interior Design,,97144568304,INFO@CLASSYINTERIORDESIGNS.COM,http://www.classyinteriordesigns.com/,,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,No Responses,
25-10-2017,"Mohavi Technical Services, LLC",,97143211317,info@mohavi.ae,http://mohavi.ae/,,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,Disconnected,
25-10-2017,Western Car Rental,,971 - 4 - 5518079,info@westerncarsrental.com,http://www.westerncarsrental.com,,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,No Need,
25-10-2017,Maple Bear,,97145521309,,http://www.maplebear-businessbay.ae/,,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,,
25-10-2017,World Link Travel & Tourism,,97145520956,,http://www.wltta.com/,,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,Not Valid,
25-10-2017,The ONE Group,,97143636100,theonegroup@one-group.co/hr@one-group.co,http://theonegroup.co/,Hr,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,Adv no requirement for now but send email will get back,
25-10-2017,"Art Of Hospitality Building Cleaning Services, LLC",,97144503677,info@aoh.ae,http://www.aoh.ae/,,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,No Responses,
25-10-2017,"Barbuda Electromechanical Works, LLC",,97143216940,info@bew.ae,http://www.bew.ae,Mr.Mofed,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,adv hr is not in seat send email will get back,
25-10-2017,"Mak Machinery & Equipment Rental & Trading, LLC",,97143961056,info@makmachinery.com,http://www.makmachinery.com/,Mr.shafiq,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,adv to Send an email,
25-10-2017,Dorsa,,97142767568,info@dorsauae.com,http://dorsauae.com,,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,,
25-10-2017,"Alpha 55 Company, LLC",,97144036666,,http://www.alpha55.net/,Ms.Tina,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,No Need,
25-10-2017,Rivoli Real Estate,,97142772002,info@rivolirealestate.com,http://rivolirealestate.com/,Ms.Aditi,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,Adv to Send an email she is not in offie yet,
25-10-2017,Ahmed Hassanien & Abdul Aziz Al Nuaimi,,9.72E+11,,https://www.a-h-g.net,,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,,
25-10-2017,"Al Ghaith Building Construction, LLC",,97143965554,hr@alghaithconstruction.ae,,Mr.Faiz Ali,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,Adv not in office will get back,
25-10-2017,"Studio3 MPS Advertising, LLC",,97145135942,info@mpsdubai.com,http://studio3.ae/,Ms.Josi,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,Adv to Send an email,
25-10-2017,"Agripak General Trading, LLC",,9.72E+11,example@domain.com,http://www.tractors.ae/,,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,,
25-10-2017,First Good Idea,,97143973761,info@fgi-uae.com,http://www.fgi-uae.com/en/,,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,Disconnected,
25-10-2017,"Empire Arabia Real Estate Developers, LLC",,97144573296,info@empirearabia.com,http://empirearabia.com,Manager,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,Adv to send an email Hr not in Seat,
25-10-2017,"Elegent Palace Air Condition System, LLC",,97145539669,info@elegentpalace.com/admin@elegentpalace.com,http://www.elegentpalace.com/,Ms.Jam,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,Adv to send and will forward to concern person,
25-10-2017,"Trade N Build Building Materials Trading, LLC",,97143652226,,http://www.tradenbuild.com/,,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,Disconnected,
25-10-2017,Phanes Group,,97145587450,info@phanesgroup.com,http://phanesgroup.com/,Ms.Monica,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,Adv to send an email Hr not in Seat,
25-10-2017,GIF Middle East,,97143449738,info@gif-aclivevent.com,http://gif-activevent.com/,Mr.Amir,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,No Need,
25-10-2017,Epsilon Global Consulting,,97145530541,info@epsilonconsulting.co,http://www.epsilonconsulting.co,,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,,
25-10-2017,S3T Koncepts,,97144508848,info@s3tkoncepts.com/s3tkoncepts@gmail.com,http://s3tkoncepts.com/,Ms.Jeny,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,Adv to send an email,
25-10-2017,Cosmopolitan Real Estate,,97144477558,info@cosmopolitangroup.ae,http://www.cosmopolitangroup.ae/,Admin/Elizabeth,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,Hr is not in office send an email will get back,
25-10-2017,Innovaz IT Technologies,,97142778099,contact@innovazit.com/ofelia.f@innovazit.com,http://www.innovazit.com,Ms.Ofelia,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,Adv to send an email,
25-10-2017,"Middle East Marine, LLC",,97143745454,manager@metdubai.com/admin@metdubai.com,http://www.innovazit.com,Ms.kani,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,Adv to Send an email Hr Is busy,
25-10-2017,"Starmount Advertising, LLC",,97143605556,,http://www.metdubai.com/,,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,Not Valid,
25-10-2017,Al Farah Computer,,97143388812,,http://www.starmountadv.com/,,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,No Responses,
25-10-2017,VNP International,,97143624249,,http://www.alfarah.org/,,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,No Need,
25-10-2017,Jobtrack Management Service,,97143977751,,http://www.jobtrack.ae.org/,,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,,
25-10-2017,Jumairah Sands Properties,,97143591113,jspropts@emirates.net.ae,http://www.jumairahproperties.com/,Ms.Rona,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,Adv to send an email,
25-10-2017,"Neat & Net Professional Cleaning, LLC",,97144276661,info@neat-and-net.com,http://www.neat-and-net.com/,Ms.Riza,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,Adv to send an email,
25-10-2017,"Arcuate Technologies, LLC",,97142766275,info@tonexprint.com,http://www.tonexprint.com/,Mr.jaid,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,Adv to call By tomo,
25-10-2017,"Nakashi General Trading, LLC",,97145579440,info@nakashi.ae,http://www.nakashi.ae/,Mr.Ajay,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,Adv to send an email Hr is travelling,
25-10-2017,Ascendris Business Centre,,97145590200,info@ascendris.com,http://ascendris.com/,Ms.Agina,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,Adv to send an email will respond,
25-10-2017,"Marilan General Trading, LLC",,97142766334,kasra@marilan.co,http://www.marilan.co/,,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,No Need,
25-10-2017,"Red Carpet Interior Designing, LLC",,97145530342,,http://www.redcarpetidllc.com/,,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,Not Valid,
25-10-2017,"Swisslog Middle East, LLC",,97143216683,,http://www.swisslog.com/me,,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,No Responses,
25-10-2017,Al Mutazz Electronic Trading Company,,97143387232,,http://www.almutazzelectronics.com/,,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,Disconnected,
26-10-2017,The Perfect 9,,9.72E+11,,http://theperfect9.com/,,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,,
26-10-2017,"Stars Line Electrical Equipment Trading, LLC",,97143549550,info@starline.net,http://starsline.net/,Mr.Wilson,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,Adv no 1 is here in the office send an email ill get back,
26-10-2017,"Mermaid Marine Inspection Services, LLC",,97143311005,info@mermaidms.com/admin@mermaidms.com,http://www.mermaidms.com/,Mr.Thariq,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,Adv to Send an email will get back,
26-10-2017,"PTP Middle East, LLC",,97145585791,info@ptpme.com/marivic@ptome.com,http://www.ptpme.com/,Ms.Marivic,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,Adv to Send an email,
26-10-2017,Micasa Real Estate,,97144528859,info@micasauae.com,http://micasauae.com/,Nausin,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,adv to send an email Hr is not in the seat,
26-10-2017,"Clear Way Hospitality, LLC",,97144559353,info@clearway.ae,http://www.clearway.ae,,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,No Responses,
26-10-2017,"Siga General Trading, LLC",,9.72E+11,info@siga-germany.com,http://www.siga-germany.com/,,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,,
26-10-2017,SalaamUAE.com,,97143631103,service@salaamuae.com,http://salaamuae.com,,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,No Responses,
26-10-2017,Hardex Premium Brakes,,97143606462,sales@hardex.ca,https://www.hardex.com,,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,Not Valid,
26-10-2017,"Kreativ Star General Trading, LLC",,97145539015,,http://www.kreativstar.com/,,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,Not Valid,
26-10-2017,"Empire Curtains, LLC",,9.72E+11,,http://www.empirecurtains.ae,,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,,
26-10-2017,"Sona Commercial, LLC",,97142588002,info@sonagroup.ae/prashanna@sonagroup.com,http://sonagroup.ae/,Mr.prashanna,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,Adv to send an email will get back,
26-10-2017,Leo Capital,,97144516423,,http://www.leocapital.ae/,,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,,
26-10-2017,Ozme,,97143933632,info@ozme.co,http://www.ozme.co/,,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,,
26-10-2017,UTM Medical Company,,97145515379,,http://utmmedical.com,,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,,
26-10-2017,Tharawat Business Company,,97145584731,,http://www.tharawatbusiness.com.sa/,,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,,
26-10-2017,Babuntu Asset Management,,97145538683,info@babuntu.com,http://www.babuntu.com/,,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,,
26-10-2017,POWERnSUN,,97143686393,info@powernsun.com,http://powernsun.com/,,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,,
26-10-2017,Green Fields Drainage,,97145520652,,,,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,,
26-10-2017,"Sinabro International, LLC",,97144504169,,,,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,,
26-10-2017,"Al Shams General Trading, LLC",,97142282929,,,,,United Arab Emirates,Dubai,Business Bay,BURLINGTON TOWER,Anisha1,,
26-10-2017,"Lords Building Contracting, LLC",,97144311398,info@ibc.ae,http://lbc.ae,,,United Arab Emirates,Dubai,Business Bay,PRISM TOWER,Anisha1,,
26-10-2017,"ACC General Trading, LLC",,97144356210,info@acctrading.com,https://www.acctrading.com/,,,United Arab Emirates,Dubai,Business Bay,PRISM TOWER,Anisha1,,
26-10-2017,Majestic Homes,,97145587371,,http://www.majestichomesdubai.com/,,,United Arab Emirates,Dubai,Business Bay,PRISM TOWER,Anisha1,,
26-10-2017,Intracs UAE,,97144525557,info@intracs.com,http://www.intracs.ae/,,,United Arab Emirates,Dubai,Business Bay,PRISM TOWER,Anisha1,,
26-10-2017,Absolute Events,,97144547339,info@absolute.ae,http://absolute.ae/,,,United Arab Emirates,Dubai,Business Bay,PRISM TOWER,Anisha1,,
26-10-2017,Global Gate Real Estate,,97144343333,info@globalgate.ae,http://www.globalgate.ae/,,,United Arab Emirates,Dubai,Business Bay,PRISM TOWER,Anisha1,,
26-10-2017,Tamav Advertising,,97144222418,info@tamavadv.com,http://www.tamav-adv.com,,,United Arab Emirates,Dubai,Business Bay,PRISM TOWER,Anisha1,,
26-10-2017,"Connection Zone Middle East, LLC",,97144387747,,http://connectionzone-me.com/,,,United Arab Emirates,Dubai,Business Bay,PRISM TOWER,Anisha1,,
26-10-2017,Behover Information Technology,,97144232820,info@behover.com,http://behover.com/,,,United Arab Emirates,Dubai,Business Bay,PRISM TOWER,Anisha1,,
26-10-2017,Kieferle & Partner,,97144343725,info@kieferie-patner.de,http://kieferle-partner.com/,,,United Arab Emirates,Dubai,Business Bay,PRISM TOWER,Anisha1,,
26-10-2017,"Q Trading Company, LLC",,97144492000,,http://www.thehoq.com/,,,United Arab Emirates,Dubai,Business Bay,PRISM TOWER,Anisha1,,
26-10-2017,UCWF,,97144357619,info@ucwf.net,http://www.ucwf.net/,,,United Arab Emirates,Dubai,Business Bay,PRISM TOWER,Anisha1,,
26-10-2017,"Acore Global, LLC",,97144214077,info@acoreglobal.com,http://www.acoreglobal.com/,,,United Arab Emirates,Dubai,Business Bay,PRISM TOWER,Anisha1,,
26-10-2017,"Noas Trading, LLC",,97144504447,online@chicshoes.ae,http://chicshoes.ae/,,,United Arab Emirates,Dubai,Business Bay,PRISM TOWER,Anisha1,,
26-10-2017,Inter Emirates Properties,,97143630022,info@emiratesproperties.ae,http://www.emiratesproperties.ae/,,,United Arab Emirates,Dubai,Business Bay,PRISM TOWER,Anisha1,,
26-10-2017,Asetco Real Estate,,97144565222,,https://www.asteco.com/,,,United Arab Emirates,Dubai,Business Bay,PRISM TOWER,Anisha1,,
26-10-2017,Emkay,,97144524422,info@emkay.ae,http://www.emkay-interiors.ae,,,United Arab Emirates,Dubai,Business Bay,PRISM TOWER,Anisha1,,
26-10-2017,"Amazal International General Trading,",,97144214263,info@aigtl.com,http://www.aigtl.com/,,,United Arab Emirates,Dubai,Business Bay,PRISM TOWER,Anisha1,,
26-10-2017,TNH Orient,,9.72E+11,info@tnhorient.com,http://www.tnhorient.com,,,United Arab Emirates,Dubai,Business Bay,PRISM TOWER,Anisha1,,
26-10-2017,"Loci Architectural Design, LLC",,97143649217,hr@loci.ae,http://loci.ae/,,,United Arab Emirates,Dubai,Business Bay,PRISM TOWER,Anisha1,,
26-10-2017,"Black Pearl Capital, LLC",,97144548631,info@blackpearlcap.com,http://www.blackpearlcap.com,,,United Arab Emirates,Dubai,Business Bay,PRISM TOWER,Anisha1,,
26-10-2017,"Interiors Quotient, LLC",,97142540170,info@iqdes.com,http://www.iqdes.com/,,,United Arab Emirates,Dubai,Business Bay,PRISM TOWER,Anisha1,,
26-10-2017,"Clarus, LLC",,97144329075,,http://www.clarusuae.com/,,,United Arab Emirates,Dubai,Business Bay,PRISM TOWER,Anisha1,,
26-10-2017,Pepperweb,,97143639734,contact@pepperweb.co,https://www.pepperweb.co/,,,United Arab Emirates,Dubai,Business Bay,PRISM TOWER,Anisha1,,
26-10-2017,"Abdul Aziz Al Rasheed Trading, EST",,97143637363,info@alrasheed.me,http://alrasheedgroup.ae/,,,United Arab Emirates,Dubai,Business Bay,PRISM TOWER,Anisha1,,
26-10-2017,"The Royal Vision Tourism, LLC",,97144323094,,http://www.royalvisionco.com/,,,United Arab Emirates,Dubai,Business Bay,PRISM TOWER,Anisha1,,
26-10-2017,"Al Shakle Almomayaz Trading, LLC",,97144578594,,http://www.alshakle.ae/,,,United Arab Emirates,Dubai,Business Bay,PRISM TOWER,Anisha1,,
26-10-2017,Al Taria,,97144549595,info@altaria.me,http://www.altaria.me/,,,United Arab Emirates,Dubai,Business Bay,PRISM TOWER,Anisha1,,
26-10-2017,Green Leaf,,9.72E+11,,http://greenleafproperties.ae/,,,United Arab Emirates,Dubai,Business Bay,PRISM TOWER,Anisha1,,
26-10-2017,"Fitout Interior Decoration, LLC",,97144229863,info@fitoutint.com,http://fitout.ae/,,,United Arab Emirates,Dubai,Business Bay,PRISM TOWER,Anisha1,,
26-10-2017,"Kashti Interiors, LLC",,97144214338,info@kashti.ae,http://www.kashti.ae/,,,United Arab Emirates,Dubai,Business Bay,PRISM TOWER,Anisha1,,
26-10-2017,"NFS Technologies, LLC",,97144423191,info@nfs.ae,http://www.nfs.ae/,,,United Arab Emirates,Dubai,Business Bay,PRISM TOWER,Anisha1,,
26-10-2017,"Arman J General Trading, LLC",,97144548837,info@armanj.ae,http://www.armanj.ae/,,,United Arab Emirates,Dubai,Business Bay,PRISM TOWER,Anisha1,,
26-10-2017,Premier Marketing Management,,97144531110,info@pmmc.ae,http://pmmc.ae/,,,United Arab Emirates,Dubai,Business Bay,PRISM TOWER,Anisha1,,
29-10-2017,"Paradise Interior, LLC",,97144227748,contact@example.com,http://paradiseinterior.ae/,,,United Arab Emirates,Dubai,Business Bay,PRISM TOWER,Anisha1,,
29-10-2017,"Deco Wood Decoration, LLC",,97144318234,info@decowood.ae,https://www.decowooddecoration.com/,,,United Arab Emirates,Dubai,Business Bay,PRISM TOWER,Anisha1,,
29-10-2017,International Business Development,,97144340462,easybusiness2020@gmail.com,http://www.ibdbusiness.com/,,,United Arab Emirates,Dubai,Business Bay,PRISM TOWER,Anisha1,,
29-10-2017,"New Vision Travel & Tourism, LLC",,97145514773,sales@newvision.travel,http://newvision.travel/,,,United Arab Emirates,Dubai,Business Bay,PRISM TOWER,Anisha1,,
29-10-2017,"Al Khoor Al Aim Tourism, LLC",,97144419861,info@besttourindubai.com,http://www.besttoursindubai.com/,,,United Arab Emirates,Dubai,Business Bay,PRISM TOWER,Anisha1,,
29-10-2017,DPI Colors Printing Services,,97145520390,info@dpicolors.com,http://www.dpicolors.com/,,,United Arab Emirates,Dubai,Business Bay,PRISM TOWER,Anisha1,,
